Project Name,Package Name,Type Name,Method Name,Code Smell
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,revokeWeblogPermission,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,getWeblogPermissionsIncludingPending,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,hasRole,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAUserManagerImpl,revokeRole,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,saveWeblogEntry,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,saveWeblogEntry,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getNextPrevEntries,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getNextPrevEntries,Long Parameter List
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntries,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntriesPinnedToMain,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntriesPinnedToMain,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogEntryByAnchor,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,createAnchor,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getComments,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,removeMatchingComments,Long Parameter List
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getWeblogCategoryByName,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Long Identifier
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Long Parameter List
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getMostCommentedWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,applyCommentDefaultsToEntries,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,applyCommentDefaultsToEntries,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getPopularTags,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getPopularTags,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getPopularTags,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getPopularTags,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getPopularTags,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getTags,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getTags,Long Identifier
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getTags,Long Parameter List
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,updateTagCount,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,updateTagCount,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,updateTagCount,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getHotWeblogs,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,resetHitCount,Empty catch clause
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getCommentCount,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogEntryManagerImpl,getEntryCount,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWebloggerImpl,JPAWebloggerImpl,Long Parameter List
..,org.apache.roller.weblogger.business.jpa,JPAWebloggerImpl,JPAWebloggerImpl,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,removeWeblogContents,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,removeWeblogContents,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,updateTagAggregates,Empty catch clause
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,updateTagAggregates,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,addWeblogContents,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogByHandle,Complex Conditional
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogByHandle,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogs,Complex Method
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogs,Long Parameter List
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getUserWeblogs,Complex Conditional
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getTemplateByLink,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getTemplateByAction,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getTemplateByName,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getWeblogHandleLetterMap,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getMostCommentedWeblogs,Long Identifier
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getMostCommentedWeblogs,Long Statement
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getMostCommentedWeblogs,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getMostCommentedWeblogs,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getMostCommentedWeblogs,Magic Number
..,org.apache.roller.weblogger.business.jpa,JPAWeblogManagerImpl,getMostCommentedWeblogs,Magic Number
..,org.apache.roller.weblogger.business.pings,PingQueueProcessor,processQueue,Long Statement
..,org.apache.roller.weblogger.business.pings,PingQueueProcessor,handlePingError,Long Statement
..,org.apache.roller.weblogger.business.pings,PingQueueProcessor,handlePingError,Long Statement
..,org.apache.roller.weblogger.business.pings,WeblogUpdatePinger,sendPing,Long Statement
..,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPlugin,render,Magic Number
..,org.apache.roller.weblogger.business.plugins.entry,SmileysPlugin,init,Long Statement
..,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPluginTest,passthrough,Long Statement
..,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPluginTest,passthrough,Long Statement
..,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPluginTest,substitution2,Long Statement
..,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPluginTest,substitution2,Long Statement
..,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPluginTest,substitution3,Long Statement
..,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPluginTest,substitution3,Long Statement
..,org.apache.roller.weblogger.business.runnable,TaskRunner,main,Magic Number
..,org.apache.roller.weblogger.business.runnable,TaskRunner,main,Magic Number
..,org.apache.roller.weblogger.business.runnable,TaskScheduler,run,Magic Number
..,org.apache.roller.weblogger.business.runnable,TaskScheduler,run,Magic Number
..,org.apache.roller.weblogger.business.runnable,TaskScheduler,runTasks,Complex Method
..,org.apache.roller.weblogger.business.runnable,TaskScheduler,runTasks,Magic Number
..,org.apache.roller.weblogger.business.runnable,TaskScheduler,runTasks,Magic Number
..,org.apache.roller.weblogger.business.runnable,ThreadManagerImpl,initialize,Magic Number
..,org.apache.roller.weblogger.business.search,IndexManager,search,Long Parameter List
..,org.apache.roller.weblogger.business.search,IndexManagerTest,testBasicOperation,Long Statement
..,org.apache.roller.weblogger.business.search,IndexManagerTest,testBasicOperation,Long Statement
..,org.apache.roller.weblogger.business.search,IndexManagerTest,testBasicOperation,Magic Number
..,org.apache.roller.weblogger.business.search,IndexManagerTest,createWeblogEntries,Long Statement
..,org.apache.roller.weblogger.business.search,IndexManagerTest,createWeblogEntries,Long Statement
..,org.apache.roller.weblogger.business.search,IndexManagerTest,createWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business.search,IndexManagerTest,createWeblogEntries,Magic Number
..,org.apache.roller.weblogger.business.search.lucene,IndexOperation,getDocument,Complex Method
..,org.apache.roller.weblogger.business.search.lucene,IndexOperation,beginWriting,Long Statement
..,org.apache.roller.weblogger.business.search.lucene,IndexUtil,getTerm,Empty catch clause
..,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,search,Long Parameter List
..,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,createIndex,Magic Number
..,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,convertHitsToEntryList,Complex Conditional
..,org.apache.roller.weblogger.business.search.lucene,LuceneIndexManager,convertHitsToEntryList,Long Parameter List
..,org.apache.roller.weblogger.business.search.lucene,RebuildWebsiteIndexOperation,doRun,Complex Method
..,org.apache.roller.weblogger.business.search.lucene,SearchOperation,doRun,Long Statement
..,org.apache.roller.weblogger.business.search.lucene,SearchOperation,doRun,Long Statement
..,org.apache.roller.weblogger.business.search.lucene,SearchOperation,doRun,Long Statement
..,org.apache.roller.weblogger.business.search.lucene,SearchOperation,doRun,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,isCreationRequired,Complex Conditional
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,isCreationRequired,Empty catch clause
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,isUpgradeRequired,Empty catch clause
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,createDatabase,Empty catch clause
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Complex Method
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Empty catch clause
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeDatabase,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Complex Method
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Method
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Long Statement
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo400,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo500,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo500,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo510,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo510,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo520,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo520,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo610,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,upgradeTo610,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseHandle,Complex Method
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseVersion,Empty catch clause
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,getDatabaseVersion,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Empty catch clause
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,parseVersionString,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,setDatabaseVersion,Magic Number
..,org.apache.roller.weblogger.business.startup,DatabaseInstaller,updateDatabaseVersion,Magic Number
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Complex Method
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Method
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
..,org.apache.roller.weblogger.business.themes,SharedThemeFromDir,loadThemeFromDisk,Long Statement
..,org.apache.roller.weblogger.business.themes,SharedThemeTemplate,SharedThemeTemplate,Long Parameter List
..,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,ThemeManagerImpl,Complex Conditional
..,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,importTheme,Complex Method
..,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,importTheme,Long Method
..,org.apache.roller.weblogger.business.themes,ThemeManagerImpl,loadAllThemesFromDisk,Long Statement
..,org.apache.roller.weblogger.business.themes,ThemeMetadataParser,unmarshall,Complex Method
..,org.apache.roller.weblogger.business.themes,ThemeMetadataParser,elementToTemplateMetadata,Complex Method
..,org.apache.roller.weblogger.business.themes,WeblogCustomTheme,getResource,Empty catch clause
..,org.apache.roller.weblogger.business.themes,WeblogSharedTheme,getStylesheet,Long Statement
..,org.apache.roller.weblogger.business.themes,WeblogSharedTheme,getResource,Empty catch clause
..,org.apache.roller.weblogger.config,PingConfig,getQueueProcessingIntervalMins,Long Identifier
..,org.apache.roller.weblogger.config,PingConfig,getQueueProcessingIntervalMins,Long Statement
..,org.apache.roller.weblogger.config,PingConfig,getDisablePingUsage,Long Identifier
..,org.apache.roller.weblogger.config,PingConfig,getSuspendPingProcessing,Long Identifier
..,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Complex Method
..,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Long Identifier
..,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Long Statement
..,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Long Statement
..,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Magic Number
..,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,Magic Number
..,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Complex Method
..,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Long Statement
..,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Long Statement
..,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Magic Number
..,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,Magic Number
..,org.apache.roller.weblogger.config,PingConfig,getIntegerProperty,Long Statement
..,org.apache.roller.weblogger.config,PingConfig,getIntegerProperty,Long Statement
..,org.apache.roller.weblogger.config,PingConfig,getIntegerProperty,Long Statement
..,org.apache.roller.weblogger.config,PingConfig,getBooleanProperty,Long Statement
..,org.apache.roller.weblogger.config.runtime,PropertyDef,setRows,Empty catch clause
..,org.apache.roller.weblogger.config.runtime,PropertyDef,setCols,Empty catch clause
..,org.apache.roller.weblogger.planet.business,WebloggerRomeFeedFetcher,fetchSubscription,Complex Method
..,org.apache.roller.weblogger.planet.business,WebloggerRomeFeedFetcher,fetchSubscription,Magic Number
..,org.apache.roller.weblogger.planet.tasks,SyncWebsitesTask,runTask,Long Statement
..,org.apache.roller.weblogger.planet.ui,PlanetConfig,save,Complex Conditional
..,org.apache.roller.weblogger.planet.ui,PlanetConfig,save,Complex Method
..,org.apache.roller.weblogger.pojos,AutoPing,equals,Long Statement
..,org.apache.roller.weblogger.pojos,CustomTemplateRendition,equals,Long Statement
..,org.apache.roller.weblogger.pojos,GlobalPermission,implies,Complex Method
..,org.apache.roller.weblogger.pojos,MediaFile,getThumbnailHeight,Complex Conditional
..,org.apache.roller.weblogger.pojos,MediaFile,getThumbnailWidth,Complex Conditional
..,org.apache.roller.weblogger.pojos,MediaFileComparator,compare,Missing default
..,org.apache.roller.weblogger.pojos,MediaFileDirectory,equals,Long Statement
..,org.apache.roller.weblogger.pojos,MediaFileDirectoryComparator,compare,Missing default
..,org.apache.roller.weblogger.pojos,PingQueueEntry,PingQueueEntry,Long Parameter List
..,org.apache.roller.weblogger.pojos,StatCount,StatCount,Long Parameter List
..,org.apache.roller.weblogger.pojos,TagManifest,addTag,Long Parameter List
..,org.apache.roller.weblogger.pojos,TagManifest,setTagsFromString,Long Parameter List
..,org.apache.roller.weblogger.pojos,User,User,Long Parameter List
..,org.apache.roller.weblogger.pojos,Weblog,Weblog,Long Parameter List
..,org.apache.roller.weblogger.pojos,Weblog,toString,Long Statement
..,org.apache.roller.weblogger.pojos,Weblog,getBookmarkFolder,Complex Conditional
..,org.apache.roller.weblogger.pojos,WeblogBookmark,WeblogBookmark,Long Parameter List
..,org.apache.roller.weblogger.pojos,WeblogBookmark,calculatePriority,Magic Number
..,org.apache.roller.weblogger.pojos,WeblogBookmark,equals,Long Statement
..,org.apache.roller.weblogger.pojos,WeblogCategory,calculatePosition,Magic Number
..,org.apache.roller.weblogger.pojos,WeblogEntry,WeblogEntry,Long Parameter List
..,org.apache.roller.weblogger.pojos,WeblogEntry,getComments,Empty catch clause
..,org.apache.roller.weblogger.pojos,WeblogEntry,getComments,Empty catch clause
..,org.apache.roller.weblogger.pojos,WeblogEntry,createAnchorBase,Magic Number
..,org.apache.roller.weblogger.pojos,WeblogEntryComment,equals,Long Statement
..,org.apache.roller.weblogger.pojos,WeblogEntryPresenter,getRss09xDescription,Magic Number
..,org.apache.roller.weblogger.pojos,WeblogEntryPresenter,displayContent,Complex Conditional
..,org.apache.roller.weblogger.pojos,WeblogEntryPresenter,displayContent,Long Statement
..,org.apache.roller.weblogger.pojos,WeblogEntryTag,WeblogEntryTag,Long Parameter List
..,org.apache.roller.weblogger.pojos,WeblogPermission,implies,Complex Method
..,org.apache.roller.weblogger.pojos,WeblogPermission,equals,Long Statement
..,org.apache.roller.weblogger.pojos,WeblogTemplate,addTemplateRendition,Long Statement
..,org.apache.roller.weblogger.pojos,WeblogEntryTest,testBuilder,Long Statement
..,org.apache.roller.weblogger.pojos,WeblogEntryTest,testGetCommentsStillAllowed_Expired,Magic Number
..,org.apache.roller.weblogger.pojos,WeblogEntryTest,testGetCommentsStillAllowed_Expired,Magic Number
..,org.apache.roller.weblogger.pojos,WeblogEntryTest,testGetCommentsStillAllowed_Active,Magic Number
..,org.apache.roller.weblogger.pojos,WeblogEntryTest,testGetCommentsStillAllowed_Active,Magic Number
..,org.apache.roller.weblogger.pojos.wrapper,WeblogCategoryWrapper,retrieveWeblogEntries,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getCategories,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getTags,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getComments,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogEntryWrapper,getComments,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getStylesheet,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getWeblogCategories,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentWeblogEntries,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentWeblogEntriesByTag,Long Statement
..,org.apache.roller.weblogger.pojos.wrapper,WeblogWrapper,getRecentComments,Long Statement
..,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Complex Method
..,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Long Statement
..,org.apache.roller.weblogger.ui.core,RollerContext,createPasswordEncoder,Long Statement
..,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Conditional
..,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Conditional
..,org.apache.roller.weblogger.ui.core,RollerSession,getRollerSession,Complex Method
..,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,doFilter,Complex Conditional
..,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,doFilter,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,BootstrapFilter,isInstallUrl,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,CustomOpenIDAuthenticationProcessingFilter,lookupRealm,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,InitFilter,getAbsoluteUrl,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,InitFilter,getAbsoluteUrl,Long Parameter List
..,org.apache.roller.weblogger.ui.core.filters,LoadSaltFilter,doFilter,Magic Number
..,org.apache.roller.weblogger.ui.core.filters,LoadSaltFilterTest,testDoFilterGeneratesSalt,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,LoadSaltFilterTest,testDoFilterWithNullRollerSession,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,ValidateSaltFilterTest,testDoFilterWithPostMethodAndValidSalt,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,ValidateSaltFilterTest,testDoFilterWithPostMethodAndInvalidSalt,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,ValidateSaltFilterTest,testDoFilterWithPostMethodAndMismatchedUserId,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,ValidateSaltFilterTest,testDoFilterWithPostMethodAndNullRollerSession,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,ValidateSaltFilterTest,testDoFilterWithIgnoredURL,Long Statement
..,org.apache.roller.weblogger.ui.core.filters,ValidateSaltFilterTest,testDoFilterWithIgnoredURL,Long Statement
..,org.apache.roller.weblogger.ui.core.plugins,UIPluginManagerImpl,loadEntryEditorClasses,Long Statement
..,org.apache.roller.weblogger.ui.core.security,BasicUserAutoProvision,hasNecessaryFields,Long Statement
..,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Complex Conditional
..,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Complex Method
..,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Long Identifier
..,org.apache.roller.weblogger.ui.core.security,CustomUserRegistry,getUserDetailsFromAuthentication,Long Statement
..,org.apache.roller.weblogger.ui.core.security,RollerRememberMeAuthenticationProvider,RollerRememberMeAuthenticationProvider,Long Statement
